Date,Open,High,Low,Close,Volume
2023-10-11,95.9664,96.1884,95.7505,95.8467,2796879
2023-10-12,95.7084,96.0255,95.3853,95.4225,1729442
2023-10-13,95.4858,95.7514,94.9053,95.0529,3121433
2023-10-16,95.0224,95.3208,94.3008,94.4331,3747987
2023-10-17,94.4699,94.5621,93.6526,93.9412,2123504
2023-10-18,94.0680,94.7894,93.9939,94.4845,1707582
2023-10-19,94.3641,94.6858,94.0600,94.4500,3303121
2023-10-20,94.5175,94.5952,94.3021,94.3931,1552632
2023-10-23,94.6159,94.6665,94.0712,94.0895,1028698
2023-10-24,94.0131,94.0637,92.8660,93.2134,2858894
2023-10-25,93.2275,93.4025,93.0360,93.2887,2229024
2023-10-26,93.3334,93.7433,93.1423,93.3668,1074070
2023-10-27,93.4012,93.6530,93.1543,93.1758,1425780
2023-10-30,92.8364,93.7587,92.7371,93.7246,3140727
2023-10-31,93.5206,94.1151,93.4304,93.7988,2991828
2023-11-01,94.0228,94.1418,92.6048,92.8402,2598642
2023-11-02,93.0366,93.2805,92.2591,92.5552,3999151
2023-11-03,92.6548,92.9276,92.5920,92.6634,1529026
2023-11-06,92.6354,92.7988,92.0561,92.3319,2770955
2023-11-07,92.4371,92.7199,91.9391,92.2203,2704345
2023-11-08,92.2676,92.7205,91.9511,92.6147,3273756
2023-11-09,92.3183,92.4884,91.6568,91.8746,3516376
2023-11-10,91.9695,92.2110,91.9457,92.1542,2090217
2023-11-13,91.9969,92.3653,91.0533,91.2289,2765861
2023-11-14,91.0133,91.3904,90.6790,90.8792,2871127
2023-11-15,90.9564,91.3121,89.8364,90.1303,3332158
2023-11-16,90.1959,90.5807,89.7953,90.1296,3212559
2023-11-17,90.1137,90.4196,89.6962,90.0247,3216955
2023-11-20,90.0878,91.1891,89.8272,91.0009,1966673
2023-11-21,91.1817,91.5870,90.9851,91.3331,1182698
2023-11-22,91.3619,91.4903,90.6874,90.7292,1474548
2023-11-23,90.9316,91.0469,89.9075,90.2856,3989767
2023-11-24,90.2345,90.3603,89.5279,89.6572,2495233
2023-11-27,89.4470,90.3979,89.0993,90.3975,2737669
2023-11-28,90.4476,90.5923,89.7642,90.0667,3423154
2023-11-29,90.0841,90.1910,89.8318,89.8842,2008081
2023-11-30,89.9723,90.0208,88.6355,89.0248,3353792
2023-12-01,88.8000,89.4368,88.7946,89.3125,2511236
2023-12-04,89.5710,91.2367,89.3865,90.8716,1292688
2023-12-05,90.8021,91.1752,90.5469,90.6636,3758710
2023-12-06,90.9451,91.3372,90.3992,90.4967,3112173
2023-12-07,90.5736,90.9763,90.2751,90.7365,1372557
2023-12-08,90.6455,91.3694,90.4796,91.0534,2929606
2023-12-11,91.0640,91.3545,90.7137,91.0487,3232374
2023-12-12,91.0475,91.8041,90.8321,91.7446,2247554
2023-12-13,91.9657,92.1166,90.8675,91.2406,1591265
2023-12-14,91.2273,91.8338,90.8849,91.6806,2522915
2023-12-15,91.7478,92.9171,91.4232,92.6351,2419331
2023-12-18,92.6157,93.9570,92.5549,93.6962,955271
2023-12-19,93.9734,94.9205,93.9332,94.7877,2646778
2023-12-20,94.9809,95.8616,94.9233,95.8555,3546351
2023-12-21,95.8444,96.4005,95.7384,96.0879,3414139
2023-12-22,95.8845,96.2252,95.4408,95.7817,3038174
2023-12-25,95.8713,96.1588,95.0962,95.4000,3069185
2023-12-26,95.4126,95.8726,95.0443,95.6202,1754146
2023-12-27,95.4602,95.6466,95.2067,95.6072,1221557
2023-12-28,95.6872,96.0485,94.7226,94.7410,1035381
2023-12-29,94.8811,94.9393,94.3720,94.5845,3173674
2024-01-01,94.4985,94.5686,94.1836,94.4274,2404507
2024-01-02,94.3513,94.7165,94.0449,94.1022,2734202
2024-01-03,93.9754,94.2421,93.3116,93.6712,2751413
2024-01-04,93.5399,94.4687,93.3632,94.4056,2249407
2024-01-05,94.3957,95.2947,94.1196,94.9099,2716108
2024-01-08,94.8273,95.2892,94.6341,95.1354,1794912
2024-01-09,95.2313,95.3497,94.4399,94.7196,892021
2024-01-10,94.6892,95.7002,94.4629,95.5904,3676451
2024-01-11,95.1923,96.2409,94.8943,95.8766,2000385
2024-01-12,95.7696,96.2673,95.6820,95.9465,1597471
2024-01-15,95.7910,96.0794,95.0280,95.2917,1373693
2024-01-16,95.0578,95.3163,94.2698,94.3934,2648946
2024-01-17,94.4231,95.0051,94.0592,94.9525,2170359
2024-01-18,94.8593,94.9995,94.6435,94.9466,2334517
2024-01-19,94.8827,95.2149,93.5412,93.6440,2821016
2024-01-22,93.6185,94.4835,93.2968,94.1353,2764324
2024-01-23,94.1162,94.8435,93.7722,94.4569,3837585
2024-01-24,94.3226,94.6609,93.9578,94.1807,1178757
2024-01-25,94.1564,94.4207,93.9745,94.2061,3622046
2024-01-26,94.0891,94.3556,93.8337,94.2032,2358073
2024-01-29,94.2721,94.5535,93.9184,94.5435,3154713
2024-01-30,94.7251,94.9842,93.9017,94.1559,2747279
2024-01-31,94.0873,94.7479,94.0314,94.5846,956078
2024-02-01,94.7492,94.7881,93.9955,94.3504,1369016
2024-02-02,94.4434,94.8232,93.6298,93.9084,3065731
2024-02-05,94.0286,94.0904,92.8792,93.0452,1215326
2024-02-06,92.8658,93.8373,92.7539,93.4617,3695246
2024-02-07,93.5797,93.9599,92.6733,93.0155,1216723
2024-02-08,92.9984,93.9462,92.7404,93.5855,1053965
2024-02-09,93.6437,93.6925,92.9341,93.2733,2707222
2024-02-12,93.3297,93.8765,92.9413,93.6207,1012141
2024-02-13,93.5116,93.7738,93.2858,93.7235,1087771
2024-02-14,93.5563,94.3247,93.2310,94.0901,1777267
2024-02-15,94.1648,94.5250,93.9283,93.9295,1406865
2024-02-16,93.9148,94.9945,93.8709,94.6751,908129
2024-02-19,94.7792,95.3727,94.5437,95.0573,866190
2024-02-20,95.1010,95.4442,94.8906,95.1475,3927546
2024-02-21,95.2111,95.8952,94.9736,95.7504,2695848
2024-02-22,95.7416,95.7590,93.9905,94.3038,3563639
2024-02-23,94.2815,94.6671,93.6214,93.6457,2808995
2024-02-26,93.5162,94.0519,93.2313,94.0087,2660435
2024-02-27,94.0362,94.4725,94.0099,94.2292,1953500
2024-02-28,94.0891,94.3739,93.5115,93.6638,3305643
2024-02-29,93.6324,93.8745,92.9765,93.0162,3743476
2024-03-01,93.1602,94.0257,92.9397,93.6747,1701872
2024-03-04,93.8082,93.9737,92.2072,92.5382,2472395
2024-03-05,92.5720,92.7427,92.0405,92.3065,2369932
2024-03-06,92.2408,93.3719,92.2043,93.1822,1158044
2024-03-07,93.2196,93.7030,92.8949,93.4075,3133588
2024-03-08,93.5458,95.0298,93.2778,94.8051,2523056
2024-03-11,94.9817,95.2818,93.9199,94.2672,3824347
2024-03-12,94.3064,94.8607,94.2650,94.7357,2928242
2024-03-13,94.9491,95.0388,94.8960,94.9393,3133146
2024-03-14,95.1274,95.3570,93.9313,94.2542,3152860
2024-03-15,94.2101,95.5938,93.9530,95.3484,910116
2024-03-18,95.2094,95.4868,94.6562,94.6678,1946179
2024-03-19,94.5445,94.6804,94.5143,94.5167,1400840
2024-03-20,94.4553,94.5120,93.7082,93.9614,928585
2024-03-21,94.0620,94.7305,93.8805,94.5800,1460222
2024-03-22,94.7548,95.0655,93.6959,93.9229,1156335
2024-03-25,93.8646,94.4840,93.8447,94.1822,1142177
2024-03-26,94.4010,94.5953,93.8831,94.0599,1945744
2024-03-27,94.2355,94.3736,94.1699,94.2143,3644652
2024-03-28,94.0582,94.3251,93.8951,93.9133,2457854
2024-03-29,93.9084,94.1955,93.5303,94.1138,1375604
2024-04-01,93.9902,94.2058,93.7913,94.1578,2606298
2024-04-02,94.2889,94.7035,94.0887,94.4220,3601997
2024-04-03,94.3675,94.8469,94.3506,94.5022,878607
2024-04-04,94.5174,94.6426,94.0966,94.2683,2496272
2024-04-05,94.1174,94.1634,94.1029,94.1113,2162176
2024-04-08,94.4325,94.9822,94.1567,94.7982,2317720
2024-04-09,94.9504,95.8801,94.7148,95.7828,2997658
2024-04-10,95.9266,97.1492,95.8380,96.8508,1505199
2024-04-11,96.9489,97.8169,96.8714,97.6046,2265386
2024-04-12,97.9089,98.1671,96.6484,96.7074,1231193
2024-04-15,96.7866,97.1893,96.4825,96.9484,3549404
2024-04-16,97.1165,98.5123,96.9309,98.2612,3164477
2024-04-17,98.0977,98.6714,97.8719,98.3018,3464634
2024-04-18,98.2906,99.2184,98.1641,98.8301,2644498
2024-04-19,98.8975,99.5407,98.7876,99.4196,1035602
2024-04-22,99.4668,99.6515,99.2638,99.2788,2346597
2024-04-23,99.2266,99.7423,98.8845,99.3966,3379532
2024-04-24,99.3142,99.5463,98.5241,98.9057,3899259
2024-04-25,98.8060,99.7501,98.5452,99.4261,2148580
2024-04-26,99.3177,99.7008,98.6867,98.8669,2240482
2024-04-29,98.8599,99.3756,98.8443,99.1172,3767980
2024-04-30,99.1787,99.3878,98.4569,98.5204,2363854
2024-05-01,98.4471,99.3469,98.1756,99.0372,1019636
2024-05-02,98.8271,99.2749,98.7893,99.2485,3645329
2024-05-03,99.3232,99.6639,98.5168,98.9026,3327910
2024-05-06,98.8060,99.5136,98.7495,99.2805,2267254
2024-05-07,99.4841,99.7490,98.9050,98.9566,3773065
2024-05-08,98.9076,99.5851,98.5909,99.4344,1336005
2024-05-09,99.1873,99.4828,98.6177,98.8919,3007853
2024-05-10,99.0157,99.8395,99.0084,99.6362,2095478
2024-05-13,99.7305,100.1920,99.5360,99.8129,1750190
2024-05-14,99.8129,100.2794,99.4976,100.1611,2929404
2024-05-15,99.8787,100.6635,99.8636,100.3101,2212492
2024-05-16,100.1642,101.1427,100.1025,100.9038,1558522
2024-05-17,100.6791,101.7314,100.6129,101.4078,2635735
2024-05-20,101.4465,102.2454,101.0587,101.9575,3361022
2024-05-21,102.2008,102.3804,101.5269,101.7405,2098002
2024-05-22,101.6841,103.1286,101.6065,102.7670,3645025
2024-05-23,102.6259,104.5884,102.5132,104.4037,2401689
2024-05-24,104.4008,104.4657,103.6990,103.7789,3336142
2024-05-27,103.8658,104.3289,103.5161,104.0725,3125912
2024-05-28,103.9776,105.1453,103.9277,104.9389,1151797
2024-05-29,104.8196,105.3405,104.7607,104.9783,2634892
2024-05-30,105.1579,106.4104,104.8041,106.0837,911862
2024-05-31,106.1605,106.3101,105.4104,105.5649,1142278
2024-06-03,105.5903,105.9626,105.1278,105.4635,3526132
2024-06-04,105.5360,105.5513,104.9244,105.2914,2781619
2024-06-05,105.2140,105.4962,105.0029,105.1823,822025
2024-06-06,105.1659,105.3662,105.1061,105.2799,3850243
2024-06-07,105.1804,105.4909,104.6970,104.7921,1311069
2024-06-10,104.8383,105.7077,104.6555,105.3902,1264971
2024-06-11,105.2392,105.9705,104.9864,105.7561,3211923
2024-06-12,105.8395,106.0112,105.5271,105.7730,1808999
2024-06-13,105.7315,105.9988,105.2147,105.4241,2312481
2024-06-14,105.4997,106.2949,105.1044,106.0920,3124281
2024-06-17,106.1308,107.3191,105.9761,107.3017,2365743
2024-06-18,107.3289,107.6443,107.1613,107.2992,3874177
2024-06-19,107.2407,107.4734,106.8419,107.1445,1359560
2024-06-20,107.1964,108.1949,107.1263,107.8695,3671766
2024-06-21,107.9205,108.1732,106.6425,106.9671,1064662
2024-06-24,106.6156,106.6773,106.5349,106.6625,1636637
2024-06-25,106.5766,107.1802,106.4173,107.0562,3077635
2024-06-26,107.0630,107.3217,106.7801,106.8945,1000504
2024-06-27,106.7939,107.3027,106.6467,107.2529,2477812
2024-06-28,106.9350,107.3541,106.5455,107.1994,2881227
2024-07-01,107.0653,107.3842,106.8884,106.9950,1146497
2024-07-02,106.9348,107.2011,106.6059,106.9601,3087885
2024-07-03,107.0273,107.1585,106.7661,106.8843,2670306
2024-07-04,106.7893,107.0652,106.2383,106.3789,977650
2024-07-05,106.0520,106.4330,105.8781,106.1871,3482128
2024-07-08,106.1415,107.6642,105.8864,107.6342,2323837
2024-07-09,107.6137,107.6777,106.6262,106.6386,3348345
2024-07-10,106.4937,106.5442,106.2629,106.3573,3506009
2024-07-11,106.4670,106.6939,105.7218,105.9638,3648192
2024-07-12,106.0085,106.1861,105.3837,105.4144,1377535
2024-07-15,105.3866,105.6464,104.7204,104.8202,1275837
2024-07-16,104.8358,105.4072,104.4704,105.2001,1293925
2024-07-17,105.3163,105.4948,104.7671,105.1657,1997796
2024-07-18,104.6544,104.7345,104.3603,104.4146,1110596
2024-07-19,104.5099,104.6879,103.1534,103.1885,3660218
2024-07-22,103.0994,105.1809,102.8156,104.9138,3106855
2024-07-23,104.8310,105.1716,103.4091,103.6938,3736932
2024-07-24,103.4909,103.6944,102.9539,103.0025,1642972
2024-07-25,102.8960,103.3153,102.7517,103.1177,3200305
2024-07-26,103.3162,103.5369,102.1372,102.3820,1161613
2024-07-29,102.4427,103.2225,102.2512,102.9358,2522999
2024-07-30,102.6585,103.0995,102.2695,103.0700,3494163
2024-07-31,103.1454,103.8772,103.0941,103.6702,3112334
2024-08-01,103.5971,103.9836,103.2544,103.4275,1032418
2024-08-02,103.2694,103.9039,103.2046,103.7823,3775154
2024-08-05,104.1421,104.3497,103.8923,104.0059,1130762
2024-08-06,104.2189,104.4392,103.9526,104.0026,2070138
2024-08-07,103.9589,104.2153,103.5659,103.8027,3235407
2024-08-08,103.9840,104.5891,103.7419,104.3009,3163985
2024-08-09,104.3775,105.4915,103.9981,105.4590,3219153
2024-08-12,105.5618,105.7906,105.1738,105.4210,927028
2024-08-13,105.4236,105.5395,104.1956,104.5783,2825617
2024-08-14,104.8504,105.0128,104.4319,104.6133,3688254
2024-08-15,104.6727,105.4075,104.5911,105.2138,3344517
2024-08-16,105.4480,106.0806,105.0527,105.9529,2248589
2024-08-19,105.9407,106.4150,105.7160,106.2667,2138469
2024-08-20,106.3433,106.5232,106.2263,106.2827,1012253
2024-08-21,106.4257,106.6718,106.0357,106.1350,1469828
2024-08-22,105.8129,106.9663,105.7370,106.6779,1468330
2024-08-23,106.6799,106.8794,105.8330,105.9564,897208
2024-08-26,106.0368,106.6456,105.9405,106.4627,3246722
2024-08-27,106.5013,106.6992,105.9934,106.3463,3544165
2024-08-28,106.2376,106.2408,106.0730,106.1160,1361763
2024-08-29,105.9532,107.1370,105.8068,106.8315,2480161
2024-08-30,106.8923,107.7078,106.7769,107.5628,2420464
2024-09-02,107.5559,107.6678,106.1473,106.5429,3653798
2024-09-03,106.4923,106.5310,106.1523,106.3016,2222226
2024-09-04,106.2507,106.3084,105.5256,105.7665,2483539
2024-09-05,105.7665,105.8213,105.4506,105.5838,2787026
2024-09-06,105.5735,105.9308,105.1897,105.2456,3371394
2024-09-09,105.3818,105.6284,104.6583,104.9954,3290261
2024-09-10,105.2365,105.4494,104.1302,104.4137,2057412
2024-09-11,104.4180,104.5505,104.2613,104.3051,2547096
2024-09-12,104.1707,104.4608,103.1036,103.3788,911766
2024-09-13,103.3114,103.5736,102.6033,102.9921,3226297
2024-09-16,102.8797,103.1132,102.0766,102.1448,3438323
2024-09-17,101.8901,102.1103,101.5614,101.9583,1815846
2024-09-18,102.0302,103.4336,102.0226,103.3896,2115721
2024-09-19,103.4652,103.5468,102.6485,102.8492,3364724
2024-09-20,102.7033,104.2133,102.6784,103.9189,1379159
2024-09-23,103.8964,104.2956,102.9631,103.1544,2380517
2024-09-24,103.2396,103.6045,102.8732,103.0102,2285987
2024-09-25,102.7406,103.0129,102.1467,102.4682,1908815
2024-09-26,102.4057,102.5043,101.9430,102.1662,1743160
2024-09-27,102.0131,104.0646,101.7312,103.7562,3695076
2024-09-30,103.6304,103.7699,103.2365,103.6099,3826879
2024-10-01,103.6856,103.9562,103.4131,103.5650,2454789
2024-10-02,103.2259,104.5084,103.1097,104.1866,2006409
2024-10-03,104.1697,104.7901,103.9073,104.4205,3934564
2024-10-04,104.4337,104.6491,103.6476,104.0208,3719954
2024-10-07,104.0923,104.3887,103.8860,103.9817,1012925
2024-10-08,103.8201,104.0752,103.6044,103.6253,2533511
2024-10-09,103.7738,104.0463,103.2424,103.2974,3108345
2024-10-10,103.2852,103.9070,102.9329,103.6458,2795228
2024-10-11,103.6599,104.0455,103.1211,103.2496,3509092
2024-10-14,103.3428,104.4671,103.2499,104.2062,3898275
2024-10-15,103.8588,104.3345,103.7888,103.9693,1537311
2024-10-16,103.9528,104.4531,103.6376,104.1186,1581447
2024-10-17,103.9698,105.9041,103.6191,105.5337,838869
2024-10-18,105.7282,106.0996,105.1556,105.2896,2705678
2024-10-21,105.2768,106.2366,104.9013,106.0390,2914821
2024-10-22,106.0586,106.1037,105.5892,105.6542,2724826
2024-10-23,105.4625,105.4681,104.9495,105.0843,2037421
2024-10-24,104.9800,105.0502,103.8224,104.1649,2500749
2024-10-25,104.0050,104.5354,103.7373,104.5007,1575028
2024-10-28,104.4811,105.5541,104.4783,105.1798,2408827
2024-10-29,105.4299,105.8115,105.1503,105.2710,3831989
2024-10-30,105.2194,105.3632,104.7574,104.8519,3600897
2024-10-31,104.9388,105.3924,104.7378,105.2303,3750932
2024-11-01,105.0024,105.6000,104.6261,105.3445,2341590
2024-11-04,105.2749,105.3283,104.9660,105.0273,3936227
2024-11-05,105.0171,105.8870,104.6520,105.6062,3976558
2024-11-06,105.5545,105.6418,104.6455,104.7445,3965607
2024-11-07,104.5950,104.8052,103.6630,103.8743,2317435
2024-11-08,103.9654,104.5810,103.7463,104.5563,2920166
2024-11-11,104.7340,104.8425,104.3922,104.7767,2653213
2024-11-12,104.8445,105.3130,104.8082,105.0798,2940669
2024-11-13,105.0968,105.1496,104.7224,104.8885,3165214
2024-11-14,104.9478,105.8363,104.6585,105.5135,2460729
2024-11-15,105.5251,105.6123,105.4830,105.5122,2577115
2024-11-18,105.5573,105.9550,105.0165,105.3903,1089487
2024-11-19,105.3756,106.1808,105.3036,106.0659,1368029
2024-11-20,105.6527,106.4892,105.4846,106.2308,2404235
2024-11-21,106.3372,106.4882,104.9291,104.9612,3575759
2024-11-22,104.9044,105.5313,104.8569,105.1872,3053425
2024-11-25,105.2359,105.6274,104.6082,104.9421,3971646
2024-11-26,104.9601,105.7115,104.7423,105.4421,3031091
2024-11-27,105.5166,105.7009,105.0654,105.1275,1590544
2024-11-28,105.0351,106.0631,104.7113,106.0180,2558422
2024-11-29,105.7854,106.1410,104.8653,104.9616,1082238
2024-12-02,104.9848,105.3270,104.7035,105.0879,1004163
2024-12-03,105.1330,105.3086,104.8780,105.0939,3964122
2024-12-04,105.0552,105.4295,104.9395,105.2279,3868206
2024-12-05,105.1373,105.4463,104.2013,104.5287,1793647
2024-12-06,104.6077,104.8718,104.3336,104.4220,2060392
2024-12-09,104.6110,104.8477,104.0075,104.3016,1534561
2024-12-10,104.1889,104.3872,103.4676,103.8565,3498263
2024-12-11,103.6247,103.7522,103.1904,103.3569,1425864
2024-12-12,103.4479,103.6630,103.1426,103.2389,1745163
2024-12-13,103.4623,103.7846,102.5782,102.9441,3158817
2024-12-16,103.0253,103.2373,102.2573,102.4127,1869529
2024-12-17,102.6198,103.0317,102.2810,102.6628,1187822
2024-12-18,102.6002,102.6208,101.4117,101.5626,3337425
2024-12-19,101.3787,101.4540,100.2839,100.5886,3837956
2024-12-20,100.4962,100.5798,100.0270,100.3898,2071662
2024-12-23,100.3828,100.8663,99.9979,100.4914,1292059
2024-12-24,100.2402,100.8375,99.9619,100.4717,3751819
2024-12-25,100.7914,101.0683,100.4812,100.8474,2396611
2024-12-26,100.8931,101.0165,99.8551,99.9990,2885732
2024-12-27,100.0563,100.3452,98.6377,98.9423,2143155
2024-12-30,98.8683,99.6037,98.6433,99.4382,1728090
2024-12-31,99.4111,99.6535,99.1775,99.4322,3819948
